Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
1918,KO/TKO,3,645,0,Rafael Cavalcante,0,23,51%,24,0,,0,0,3.0,20,1,2,15,1,7,1,Patrick Cummins,0,49,53%,102,8,57%,0,0,430.0,37,6,6,18,7,24,1.0
1919,Decision - Unanimous,3,900,0,Rafael Cavalcante,0,10,27%,20,0,,0,0,31.0,10,0,0,7,3,0,1,Ryan Bader,0,53,56%,107,7,43%,0,0,500.0,22,16,15,17,10,26,1.0
1920,KO/TKO,1,78,1,Rafael Cavalcante,1,16,76%,18,0,,0,0,3.0,11,3,2,3,11,2,0,Igor Pokrajac,0,9,56%,11,0,0%,0,0,50.0,6,0,3,4,5,0,1.0
1921,KO/TKO,1,269,0,Rafael Cavalcante,0,24,39%,24,0,,0,0,0.0,20,3,1,23,1,0,1,Thiago Silva,1,37,49%,37,0,,0,0,3.0,23,4,10,35,0,2,1.0
1923,KO/TKO,2,591,1,Rafael Cavalcante,2,17,36%,21,1,100%,0,0,20.0,10,4,3,11,1,5,0,Yoel Romero,0,26,43%,29,0,0%,0,0,74.0,17,8,1,9,16,1,1.0
1924,KO/TKO,3,650,0,Rafael Cavalcante,1,11,42%,40,0,0%,0,1,67.0,4,4,3,6,5,0,1,Dan Henderson,1,24,48%,51,3,75%,0,0,311.0,11,6,7,11,8,5,1.0
1925,KO/TKO,3,674,1,Rafael Cavalcante,1,39,52%,60,0,,0,0,17.0,32,4,3,16,20,3,0,Muhammed Lawal,0,54,51%,66,2,33%,0,0,154.0,18,24,12,28,22,4,1.0
1926,KO/TKO,1,225,1,Rafael Cavalcante,1,14,48%,18,0,,0,0,31.0,9,3,2,5,8,1,0,Antwain Britt,0,15,39%,27,0,,0,0,83.0,14,1,0,12,3,0,1.0
1927,KO/TKO,2,505,1,Rafael Cavalcante,1,34,80%,60,1,25%,0,0,,17,11,6,7,15,12,0,Aaron Rosa,0,18,45%,59,0,,0,0,,4,10,4,7,11,0,1.0
1934,Decision - Unanimous,3,900,0,Yosdenis Cedeno,0,26,34%,66,0,,1,2,72.0,6,2,18,26,0,0,1,Cody Pfister,0,15,15%,70,5,71%,0,0,427.0,13,2,0,13,2,0,1.0
1935,Decision - Unanimous,3,900,0,Yosdenis Cedeno,0,17,18%,26,0,0%,0,2,49.0,6,4,7,12,5,0,1,Chad Laprise,0,35,42%,55,4,57%,0,0,459.0,18,4,13,30,5,0,1.0
1936,TKO - Doctor's Stoppage,1,300,1,Yosdenis Cedeno,1,13,61%,27,0,,0,1,182.0,8,4,1,1,1,11,0,Jerrod Sanders,0,2,66%,3,0,,0,1,55.0,1,1,0,1,0,1,1.0
1937,Decision - Split,3,900,0,Yosdenis Cedeno,0,26,31%,27,0,0%,0,0,46.0,13,3,10,24,2,0,1,Ernest Chavez,0,28,45%,94,2,100%,0,0,271.0,13,6,9,23,4,1,1.0
1950,Submission,1,191,0,Adam Cella,0,2,16%,4,0,,0,0,0.0,1,0,1,2,0,0,1,Tor Troeng,0,6,54%,16,1,100%,1,0,141.0,5,0,1,2,0,4,1.0
1997,KO/TKO,2,460,0,Luan Chagas,0,11,29%,31,0,0%,0,1,154.0,7,1,3,9,1,1,1,Siyar Bahadurzada,1,33,51%,61,1,100%,0,0,100.0,20,9,4,24,2,7,1.0
1998,Submission,2,588,1,Luan Chagas,1,95,60%,95,0,0%,1,0,19.0,72,4,19,88,4,3,0,Jim Wallhead,0,32,20%,33,0,0%,0,0,7.0,24,7,1,31,1,0,1.0
1999,Submission,3,837,0,Luan Chagas,2,41,40%,44,1,25%,0,0,152.0,27,8,6,30,2,9,1,Erick Silva,1,55,47%,62,0,,2,1,190.0,41,8,6,36,2,17,1.0
2001,Submission,1,209,0,Ansar Chalangov,0,2,50%,2,0,,1,0,8.0,2,0,0,2,0,0,1,Josh Koscheck,0,2,18%,6,2,100%,1,0,165.0,2,0,0,0,0,2,1.0
2002,KO/TKO,1,145,0,Ansar Chalangov,0,2,100%,2,0,0%,2,1,44.0,1,0,1,0,1,1,1,Thiago Alves,0,8,72%,9,1,100%,0,0,61.0,5,2,1,2,2,4,1.0
2003,Submission,1,81,0,Alex Chambers,0,4,44%,4,0,,0,0,0.0,4,0,0,3,1,0,1,Livinha Souza,0,10,55%,10,1,100%,1,0,39.0,7,1,2,6,2,2,1.0
2004,Decision - Unanimous,3,900,0,Alex Chambers,0,45,64%,79,4,57%,0,0,463.0,28,10,7,29,2,14,1,Nadia Kassem,0,52,49%,134,0,0%,6,2,88.0,25,17,10,36,11,5,1.0
2005,Submission,3,661,0,Alex Chambers,0,30,63%,66,0,0%,1,0,28.0,23,3,4,16,14,0,1,Paige VanZant,0,73,56%,165,3,42%,1,0,434.0,37,32,4,19,47,7,1.0
2006,Submission,3,795,1,Alex Chambers,0,44,40%,53,2,40%,2,0,58.0,18,14,12,34,10,0,0,Kailin Curran,0,81,42%,123,2,50%,0,0,280.0,50,13,18,54,18,9,1.0
2007,Submission,1,293,0,Alex Chambers,0,12,80%,12,1,100%,0,0,74.0,5,2,5,6,5,1,1,Aisling Daly,0,16,61%,52,1,50%,1,0,185.0,13,3,0,5,2,9,1.0
2008,Submission,1,91,0,Donnie Chappell,0,0,0%,5,0,,0,0,,0,0,0,0,0,0,1,Tony Fryklund,0,5,62%,11,1,100%,1,0,,4,1,0,0,0,5,1.0
2009,Submission,1,243,0,Joe Charles,0,1,100%,1,0,,0,1,,0,0,1,1,0,0,1,Vitor Belfort,0,0,,0,2,100%,3,0,,0,0,0,0,0,0,1.0
2010,Submission,1,98,0,Joe Charles,0,1,100%,1,0,,0,0,,0,1,0,1,0,0,1,Dan Severn,0,2,50%,12,1,100%,1,0,,2,0,0,0,0,2,1.0
2011,KO/TKO,1,261,0,Ernest Chavez,0,12,40%,12,0,,0,0,0.0,9,0,3,12,0,0,1,Zubaira Tukhugov,0,40,59%,43,0,,0,0,7.0,34,5,1,27,8,5,1.0
2012,Submission,3,861,0,Ernest Chavez,0,54,38%,61,0,0%,0,0,156.0,29,11,14,46,8,0,1,Elias Silverio,0,65,37%,65,1,100%,1,0,38.0,39,13,13,55,10,0,1.0
2013,Decision - Split,3,900,1,Ernest Chavez,0,28,45%,94,2,100%,0,0,271.0,13,6,9,23,4,1,0,Yosdenis Cedeno,0,26,31%,27,0,0%,0,0,46.0,13,3,10,24,2,0,1.0
2014,Decision - Unanimous,3,900,1,Danny Chavez,0,49,44%,52,4,100%,0,0,125.0,23,8,18,40,0,9,0,TJ Brown,0,43,30%,59,0,0%,0,0,63.0,25,12,6,38,5,0,1.0
2015,TKO - Doctor's Stoppage,1,300,0,Albert Cheng,0,5,41%,5,0,0%,0,0,6.0,4,1,0,5,0,0,1,Anying Wang,0,13,28%,15,0,,0,0,32.0,10,0,3,13,0,0,1.0
2035,KO/TKO,1,231,1,Giga Chikadze,1,8,50%,8,0,0%,0,0,9.0,6,2,0,4,0,4,0,Jamey Simmons,0,2,50%,4,0,0%,0,0,44.0,2,0,0,1,1,0,1.0
2036,Decision - Unanimous,3,900,1,Giga Chikadze,1,65,41%,69,0,0%,0,0,29.0,32,24,9,54,0,11,0,Omar Morales,0,34,26%,35,0,,0,0,64.0,23,7,4,34,0,0,1.0
2037,Decision - Unanimous,3,900,1,Giga Chikadze,1,61,45%,61,1,100%,0,0,6.0,33,13,15,55,2,4,0,Irwin Rivera,0,34,36%,35,0,0%,0,0,3.0,20,10,4,34,0,0,1.0
2038,Decision - Split,3,900,1,Giga Chikadze,0,38,31%,40,0,,0,1,20.0,19,10,9,37,0,1,0,Jamall Emmers,0,54,42%,57,2,33%,0,0,123.0,32,15,7,48,3,3,1.0
2039,Decision - Split,3,900,1,Giga Chikadze,0,59,49%,71,1,50%,0,1,71.0,44,8,7,43,0,16,0,Brandon Davis,0,34,34%,36,3,42%,0,0,182.0,20,5,9,26,3,5,1.0
2043,Decision - Unanimous,3,900,0,Sako Chivitchian,0,36,27%,54,0,0%,0,0,178.0,26,6,4,25,11,0,1,Kyle Watson,0,72,53%,88,0,0%,0,0,147.0,28,31,13,54,18,0,1.0
2050,Decision - Unanimous,3,900,1,SeungWoo Choi,1,95,50%,158,0,,0,0,409.0,66,26,3,48,25,22,0,Suman Mokhtarian,0,33,41%,67,0,0%,0,0,29.0,14,8,11,29,2,2,1.0
2051,Submission,3,797,0,SeungWoo Choi,0,23,23%,42,2,100%,0,0,49.0,11,12,0,13,10,0,1,Gavin Tucker,0,37,59%,49,5,38%,2,1,365.0,21,7,9,24,5,8,1.0
2052,Decision - Unanimous,3,900,0,SeungWoo Choi,0,26,44%,94,0,0%,0,0,2.0,19,5,2,10,10,6,1,Movsar Evloev,0,50,64%,121,5,31%,0,0,699.0,42,7,1,6,15,29,1.0
2053,Submission,2,454,0,John Cholish,0,9,34%,9,0,0%,0,0,7.0,2,3,4,9,0,0,1,Gleison Tibau,0,21,31%,23,2,50%,1,0,87.0,15,5,1,14,6,1,1.0
2054,Decision - Unanimous,3,900,0,John Cholish,0,29,34%,31,1,16%,0,0,51.0,20,2,7,27,2,0,1,Danny Castillo,0,52,38%,62,1,33%,0,0,175.0,29,9,14,31,18,3,1.0
2055,KO/TKO,2,576,1,John Cholish,0,55,68%,69,1,16%,0,2,173.0,42,3,10,35,3,17,0,Mitch Clarke,0,17,12%,25,0,0%,0,0,16.0,10,2,5,14,3,0,1.0
2056,Submission,2,537,1,John Cholish,0,16,53%,58,3,100%,1,0,313.0,6,8,2,7,4,5,0,Marc Stevens,0,4,26%,14,0,0%,0,0,48.0,2,0,2,4,0,0,1.0
2061,KO/TKO,1,295,0,Katlyn Chookagian,0,19,35%,27,0,,0,0,25.0,7,12,0,10,9,0,1,Jessica Andrade,1,28,65%,62,2,66%,0,0,146.0,11,11,6,14,8,6,1.0
2062,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,73,67%,200,3,100%,4,0,636.0,55,12,6,22,4,47,0,Antonina Shevchenko,0,25,39%,37,0,,0,0,0.0,14,6,5,21,4,0,1.0
2063,KO/TKO,3,663,0,Katlyn Chookagian,0,17,30%,27,0,,0,0,0.0,0,5,12,17,0,0,1,Valentina Shevchenko,0,40,61%,57,3,100%,0,0,212.0,26,3,11,23,0,17,1.0
2064,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,73,40%,109,0,0%,0,0,0.0,45,15,13,73,0,0,0,Jennifer Maia,0,58,25%,74,1,50%,0,0,151.0,31,5,22,57,1,0,1.0
2065,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,82,37%,108,0,0%,0,0,0.0,50,20,12,78,3,1,0,Joanne Calderwood,0,112,42%,141,3,75%,0,0,129.0,24,19,69,104,7,1,1.0
2066,Decision - Split,3,900,0,Katlyn Chookagian,0,65,32%,70,0,,0,0,50.0,51,9,5,49,8,8,1,Jessica Eye,0,81,42%,83,0,0%,0,0,20.0,39,24,18,70,11,0,1.0
2067,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,62,30%,62,0,,0,0,0.0,50,9,3,61,1,0,0,Alexis Davis,0,70,34%,77,1,50%,0,0,19.0,24,10,36,66,4,0,1.0
2068,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,68,26%,71,0,0%,1,0,0.0,37,22,9,63,5,0,0,Mara Romero Borella,0,79,37%,80,1,33%,0,0,35.0,46,3,30,78,1,0,1.0
2069,Decision - Split,3,900,1,Katlyn Chookagian,0,105,38%,106,0,0%,0,0,18.0,47,27,31,100,5,0,0,Irene Aldana,0,84,37%,85,0,,0,0,0.0,47,9,28,78,6,0,1.0
2070,Decision - Split,3,900,0,Katlyn Chookagian,1,22,19%,64,0,,0,0,10.0,11,5,6,17,3,2,1,Liz Carmouche,0,27,42%,49,4,57%,0,0,456.0,6,5,16,21,2,4,1.0
2071,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,45,32%,67,0,0%,0,0,7.0,27,8,10,42,3,0,0,Lauren Murphy,0,38,26%,87,1,25%,0,0,342.0,28,3,7,29,4,5,1.0
2077,Decision - Unanimous,3,900,0,Dan Christison,0,48,56%,84,0,,1,0,192.0,26,8,14,22,20,6,1,Frank Mir,0,53,59%,111,3,50%,0,0,472.0,19,30,4,7,25,21,1.0
2078,Submission,3,817,1,Dan Christison,0,73,49%,91,0,,1,1,108.0,39,10,24,56,16,1,0,Brad Imes,0,58,36%,80,2,100%,0,1,218.0,48,8,2,31,16,11,1.0
2079,Submission,3,760,0,Anthony Christodoulou,0,31,27%,44,0,,0,0,46.0,23,6,2,24,7,0,1,Scott Holtzman,0,71,51%,96,1,33%,1,0,254.0,43,17,11,52,19,0,1.0
2080,KO/TKO,2,338,0,Anthony Christodoulou,0,9,23%,9,0,0%,0,0,0.0,6,0,3,9,0,0,1,Mairbek Taisumov,0,37,62%,37,2,100%,0,0,61.0,26,5,6,28,1,8,1.0
2081,KO/TKO,1,288,0,Mike Ciesnolevicz,0,3,50%,3,0,0%,0,0,0.0,3,0,0,3,0,0,1,Tomasz Drwal,1,27,44%,37,4,80%,0,0,163.0,26,0,1,6,9,12,1.0
2082,Submission,1,63,1,Mike Ciesnolevicz,0,0,,0,0,0%,2,0,0.0,0,0,0,0,0,0,0,Neil Grove,0,0,0%,2,0,,1,0,22.0,0,0,0,0,0,0,1.0
2121,KO/TKO,3,861,1,Jessica-Rose Clark,0,76,71%,124,1,100%,0,0,498.0,66,9,1,15,25,36,0,Sarah Alpar,0,12,40%,26,2,18%,0,0,208.0,3,3,6,12,0,0,1.0
2122,Decision - Unanimous,3,900,0,Jessica-Rose Clark,0,65,41%,71,0,0%,0,0,18.0,37,6,22,65,0,0,1,Pannie Kianzad,0,98,41%,103,0,0%,0,0,49.0,71,14,13,93,5,0,1.0
2123,Decision - Unanimous,3,900,0,Jessica-Rose Clark,0,51,36%,51,0,,0,0,2.0,30,13,8,46,4,1,1,Jessica Eye,0,67,29%,74,1,50%,0,0,125.0,38,23,6,60,0,7,1.0
2124,Decision - Unanimous,3,900,1,Jessica-Rose Clark,0,55,56%,78,2,66%,1,1,337.0,36,12,7,32,7,16,0,Paige VanZant,0,54,45%,96,0,0%,0,1,153.0,29,18,7,40,2,12,1.0
2125,Decision - Split,3,900,1,Jessica-Rose Clark,0,101,58%,108,2,66%,1,1,319.0,61,16,24,86,8,7,0,Bec Rawlings,0,65,44%,81,2,66%,1,0,142.0,58,7,0,59,3,3,1.0
2126,KO/TKO,2,576,0,Mitch Clarke,0,28,33%,34,0,0%,0,0,26.0,11,8,9,18,10,0,1,Alex White,3,57,49%,62,0,,0,0,15.0,46,10,1,28,28,1,1.0
2127,Submission,1,25,0,Mitch Clarke,0,1,25%,1,0,,0,0,0.0,0,0,1,1,0,0,1,Joe Duffy,1,3,42%,3,0,,1,0,15.0,3,0,0,1,0,2,1.0
2128,Decision - Unanimous,3,900,0,Mitch Clarke,0,65,54%,81,0,0%,0,0,156.0,36,14,15,52,13,0,1,Michael Chiesa,0,59,46%,98,4,57%,0,0,321.0,48,9,2,41,7,11,1.0
2129,Submission,2,357,1,Mitch Clarke,0,8,38%,20,0,,1,0,10.0,3,2,3,8,0,0,0,Al Iaquinta,0,13,68%,31,1,100%,2,0,271.0,10,3,0,6,0,7,1.0
2130,Decision - Unanimous,3,900,1,Mitch Clarke,0,41,39%,118,0,0%,0,1,147.0,16,5,20,26,11,4,0,John Maguire,0,15,36%,66,3,42%,0,0,411.0,11,4,0,8,4,3,1.0
2131,Decision - Split,3,900,0,Mitch Clarke,0,6,25%,29,3,37%,1,1,266.0,6,0,0,5,1,0,1,Anton Kuivanen,0,29,54%,66,3,100%,1,2,447.0,24,4,1,10,3,16,1.0
2132,KO/TKO,2,576,0,Mitch Clarke,0,17,12%,25,0,0%,0,0,16.0,10,2,5,14,3,0,1,John Cholish,0,55,68%,69,1,16%,0,2,173.0,42,3,10,35,3,17,1.0
2133,Submission,1,275,0,Rich Clementi,0,1,11%,2,0,0%,0,0,20.0,0,1,0,0,1,0,1,Gleison Tibau,0,7,70%,22,2,66%,1,0,201.0,5,0,2,2,3,2,1.0
2134,Decision - Unanimous,3,900,0,Rich Clementi,0,7,16%,20,0,,0,1,13.0,3,0,4,5,0,2,1,Gray Maynard,0,22,36%,66,5,71%,2,0,581.0,17,5,0,14,2,6,1.0
2135,Decision - Unanimous,3,900,1,Rich Clementi,0,20,42%,171,4,50%,0,0,593.0,14,2,4,10,3,7,0,Terry Etim,1,23,37%,30,0,,1,0,48.0,13,3,7,18,4,1,1.0
2136,Decision - Split,3,900,1,Rich Clementi,0,40,39%,69,3,33%,3,0,323.0,29,2,9,34,3,3,0,Sam Stout,0,48,27%,53,0,0%,0,0,11.0,24,9,15,46,2,0,1.0
2137,Submission,1,280,1,Rich Clementi,0,6,66%,10,2,100%,2,1,108.0,1,1,4,6,0,0,0,Melvin Guillard,0,5,27%,5,1,100%,0,0,28.0,5,0,0,5,0,0,1.0
2138,Submission,2,485,1,Rich Clementi,0,12,50%,43,1,50%,2,1,162.0,9,0,3,5,1,6,0,Anthony Johnson,1,22,44%,25,1,50%,3,1,143.0,15,5,2,7,4,11,1.0
2139,Decision - Unanimous,3,900,0,Rich Clementi,0,9,33%,59,0,,0,0,8.0,5,2,2,6,3,0,1,Roan Carneiro,0,22,61%,59,7,87%,4,0,710.0,16,4,2,7,9,6,1.0
2140,Submission,2,593,1,Rich Clementi,0,23,36%,26,1,100%,1,0,43.0,8,5,10,23,0,0,0,Ross Pointon,0,23,22%,23,0,,0,0,0.0,6,2,15,21,2,0,1.0
2141,Submission,2,491,0,Rich Clementi,0,22,30%,27,1,50%,0,0,20.0,9,7,6,13,9,0,1,Din Thomas,1,33,44%,63,1,100%,1,0,135.0,23,9,1,17,14,2,1.0
2142,Submission,3,847,0,Rich Clementi,0,31,48%,59,2,25%,0,0,207.0,17,7,7,15,11,5,1,Yves Edwards,1,51,53%,79,0,,1,0,212.0,29,12,10,27,18,6,1.0
2143,Decision - Unanimous,3,900,0,Chris Clements,0,17,27%,29,0,,1,0,0.0,4,5,8,14,3,0,1,Nordine Taleb,0,36,56%,64,6,100%,0,0,602.0,26,7,3,12,5,19,1.0
2144,KO/TKO,1,186,1,Chris Clements,0,25,92%,26,0,,0,0,33.0,14,9,2,10,15,0,0,Vik Grujic,0,7,87%,27,1,50%,0,0,115.0,7,0,0,4,3,0,1.0
2145,KO/TKO,2,387,0,Chris Clements,0,17,39%,25,0,,0,0,12.0,0,6,11,13,4,0,1,Stephen Thompson,2,23,58%,36,2,100%,0,0,154.0,14,5,4,20,1,2,1.0
2147,Decision - Split,3,900,1,Chris Clements,2,68,55%,86,0,0%,0,0,94.0,38,14,16,49,8,11,0,Keith Wisniewski,0,28,60%,44,3,50%,1,0,350.0,26,2,0,18,0,10,1.0
2151,Submission,4,1083,0,Marloes Coenen,0,24,55%,77,0,,2,1,234.0,8,5,11,14,4,6,1,Miesha Tate,0,5,13%,38,4,66%,1,0,669.0,4,0,1,5,0,0,1.0
2152,Submission,4,989,1,Marloes Coenen,0,32,50%,42,0,0%,2,0,156.0,4,9,19,19,12,1,0,Liz Carmouche,0,45,45%,238,2,40%,0,0,550.0,25,7,13,12,1,32,1.0
2153,Submission,3,719,1,Marloes Coenen,0,28,34%,50,1,33%,2,0,28.0,10,6,12,23,5,0,0,Sarah Kaufman,0,12,15%,60,0,,0,2,312.0,10,0,2,9,1,2,1.0
2154,KO/TKO,3,820,0,Marloes Coenen,0,19,47%,30,0,0%,0,0,62.0,8,3,8,15,4,0,1,Cristiane Justino,0,52,38%,91,1,100%,0,0,515.0,35,7,10,27,7,18,1.0
2155,Submission,1,65,1,Marloes Coenen,0,7,53%,7,0,,1,0,,6,0,1,5,2,0,0,Roxanne Modafferi,0,3,23%,5,0,,0,0,,1,0,2,3,0,0,1.0
2156,Submission,3,851,0,John Cofer,0,31,52%,57,0,,0,3,182.0,19,9,3,20,7,4,1,Mike Rio,0,30,44%,67,4,36%,1,0,352.0,15,5,10,19,10,1,1.0
2157,KO/TKO,3,619,0,John Cofer,0,36,35%,39,2,50%,0,0,52.0,20,11,5,31,5,0,1,Justin Lawrence,1,54,34%,59,1,33%,0,0,53.0,44,8,2,46,5,3,1.0
2158,Decision - Unanimous,3,900,0,Felipe Colares,0,7,25%,8,1,12%,3,0,82.0,2,4,1,6,1,0,1,Montel Jackson,1,75,72%,96,11,73%,0,0,637.0,64,9,2,32,43,0,1.0
2159,Decision - Split,3,900,1,Felipe Colares,0,23,54%,92,2,25%,0,0,398.0,15,6,2,9,7,7,0,Domingo Pilarte,0,11,52%,69,2,40%,1,1,370.0,5,4,2,5,6,0,1.0
2160,Decision - Unanimous,3,900,0,Felipe Colares,0,21,41%,28,3,37%,0,0,252.0,11,6,4,12,8,1,1,Geraldo de Freitas,0,49,64%,68,6,66%,0,2,396.0,31,14,4,33,13,3,1.0
2161,Submission,1,42,1,Wayne Cole,0,0,0%,0,1,50%,1,0,21.0,0,0,0,0,0,0,0,Mike Kyle,0,0,0%,0,0,,0,0,5.0,0,0,0,0,0,0,1.0
2177,Decision - Split,3,900,0,Clay Collard,1,84,40%,136,1,50%,0,0,136.0,60,18,6,60,9,15,1,Tiago dos Santos e Silva,0,52,42%,73,1,25%,1,2,217.0,25,17,10,45,6,1,1.0
2178,Decision - Unanimous,3,900,0,Clay Collard,0,34,21%,54,6,54%,0,0,287.0,17,5,12,30,3,1,1,Gabriel Benitez,0,60,56%,97,0,,1,0,57.0,13,30,17,55,1,4,1.0
2179,Decision - Unanimous,3,900,1,Clay Collard,1,60,31%,62,3,60%,2,0,152.0,32,12,16,42,13,5,0,Alex White,0,58,35%,80,1,33%,1,1,80.0,33,21,4,36,21,1,1.0
2180,KO/TKO,3,827,0,Clay Collard,0,70,33%,73,1,10%,0,1,109.0,38,16,16,52,14,4,1,Max Holloway,0,124,60%,137,0,,0,0,154.0,95,26,3,70,14,40,1.0
2181,KO/TKO,1,45,0,Jake Collier,0,3,33%,3,0,,0,0,0.0,1,0,2,3,0,0,1,Tom Aspinall,1,10,100%,10,0,,0,0,2.0,7,1,2,9,0,1,1.0
2182,Decision - Unanimous,3,900,1,Jake Collier,0,94,38%,124,0,0%,0,2,71.0,55,19,20,88,2,4,0,Marcel Fortuna,0,59,42%,65,1,11%,1,0,67.0,49,9,1,54,5,0,1.0
2183,Decision - Unanimous,3,900,0,Jake Collier,0,36,50%,52,0,0%,1,0,132.0,17,11,8,15,20,1,1,Devin Clark,0,68,64%,159,4,57%,0,0,465.0,42,17,9,20,11,37,1.0
2184,KO/TKO,2,366,1,Jake Collier,1,27,50%,34,1,20%,0,0,156.0,21,6,0,12,10,5,0,Alberto Uda,0,15,55%,28,1,50%,0,1,83.0,12,3,0,3,11,1,1.0
2185,KO/TKO,2,410,0,Jake Collier,1,22,53%,29,0,0%,0,0,107.0,8,9,5,20,2,0,1,Dongi Yang,0,29,69%,54,1,16%,0,0,117.0,23,5,1,15,2,12,1.0
2186,Decision - Split,3,900,1,Jake Collier,0,67,31%,84,0,,0,0,14.0,36,18,13,61,6,0,0,Ricardo Abreu,0,47,31%,69,3,42%,0,0,186.0,38,5,4,38,9,0,1.0
2187,KO/TKO,1,299,0,Jake Collier,0,15,42%,22,2,66%,1,0,184.0,11,4,0,13,2,0,1,Vitor Miranda,0,14,66%,19,0,,0,0,1.0,6,4,4,12,2,0,1.0
2191,Submission,1,203,0,Wes Combs,0,10,58%,10,0,,0,0,0.0,0,1,9,10,0,0,1,Wilson Gouveia,0,9,45%,15,1,100%,1,0,71.0,5,0,4,8,0,1,1.0
2192,Submission,1,190,0,Wes Combs,0,4,33%,17,0,,0,0,1.0,3,0,1,2,2,0,1,Mike Nickels,0,22,59%,41,3,100%,1,0,156.0,12,10,0,1,8,13,1.0
2193,Decision - Unanimous,3,900,1,Carlos Condit,1,88,38%,88,0,,0,0,2.0,50,17,21,87,0,1,0,Court McGee,0,84,46%,84,0,,0,0,0.0,9,28,47,84,0,0,1.0
2194,Submission,2,356,0,Carlos Condit,0,5,20%,20,0,,1,1,18.0,2,2,1,2,2,1,1,Michael Chiesa,0,10,45%,16,4,80%,1,0,252.0,8,2,0,2,2,6,1.0
2195,Submission,2,497,0,Carlos Condit,0,12,66%,42,1,100%,1,1,171.0,6,2,4,6,0,6,1,Alex Oliveira,0,9,39%,22,3,100%,1,0,224.0,8,1,0,1,0,8,1.0
2196,Decision - Unanimous,3,900,0,Carlos Condit,0,37,33%,64,0,,0,0,44.0,10,10,17,32,5,0,1,Neil Magny,0,32,28%,64,6,66%,0,0,309.0,14,13,5,24,6,2,1.0
2197,Submission,1,112,0,Carlos Condit,0,1,16%,1,0,,0,0,0.0,1,0,0,1,0,0,1,Demian Maia,0,1,100%,5,1,100%,1,0,79.0,1,0,0,0,0,1,1.0
2198,Decision - Split,5,1500,0,Carlos Condit,0,176,35%,177,0,,0,0,10.0,96,47,33,149,27,0,1,Robbie Lawler,1,92,51%,93,0,,0,0,42.0,82,7,3,76,14,2,1.0
2199,TKO - Doctor's Stoppage,2,600,1,Carlos Condit,1,75,46%,107,2,66%,0,0,153.0,50,14,11,49,4,22,0,Thiago Alves,0,34,49%,35,0,,1,0,5.0,11,6,17,33,1,0,1.0
2200,KO/TKO,2,420,0,Carlos Condit,0,13,30%,52,0,,1,0,3.0,6,3,4,10,3,0,1,Tyron Woodley,1,14,48%,34,3,100%,0,0,183.0,10,3,1,8,6,0,1.0
2201,KO/TKO,4,954,1,Carlos Condit,1,100,42%,147,0,0%,2,1,76.0,68,15,17,81,17,2,0,Martin Kampmann,0,35,36%,43,6,40%,0,0,323.0,29,6,0,25,6,4,1.0
2202,Decision - Unanimous,3,900,0,Carlos Condit,0,42,28%,94,0,,0,0,24.0,26,10,6,34,2,6,1,Johny Hendricks,0,30,42%,69,12,80%,0,0,481.0,25,4,1,20,5,5,1.0
2203,Decision - Unanimous,5,1500,0,Carlos Condit,1,36,24%,190,0,,0,1,64.0,27,4,5,23,0,13,1,Georges St-Pierre,0,71,53%,172,7,87%,0,0,897.0,52,14,5,26,0,45,1.0
2204,Decision - Unanimous,5,1500,1,Carlos Condit,0,151,47%,159,0,,0,0,4.0,52,31,68,150,1,0,0,Nick Diaz,0,105,42%,117,1,33%,0,0,104.0,57,42,6,103,1,1,1.0
2205,KO/TKO,1,178,1,Carlos Condit,1,8,38%,9,0,,1,1,9.0,7,0,1,3,0,5,0,Dong Hyun Kim,0,1,16%,1,1,100%,0,0,14.0,1,0,0,1,0,0,1.0
2206,KO/TKO,1,267,1,Carlos Condit,1,26,44%,26,0,,0,0,3.0,10,3,13,24,0,2,0,Dan Hardy,0,9,21%,9,0,,0,0,0.0,5,0,4,9,0,0,1.0
2207,KO/TKO,3,893,1,Carlos Condit,0,72,42%,149,0,0%,1,1,247.0,43,10,19,32,11,29,0,Rory MacDonald,0,29,41%,40,3,37%,0,1,228.0,22,4,3,20,7,2,1.0
2208,Decision - Split,3,900,1,Carlos Condit,0,27,38%,168,1,50%,1,2,238.0,21,5,1,4,4,19,0,Jake Ellenberger,2,28,47%,55,3,75%,3,3,406.0,23,3,2,11,5,12,1.0
2209,Decision - Split,3,900,0,Carlos Condit,0,35,40%,71,3,75%,3,0,190.0,20,13,2,21,6,8,1,Martin Kampmann,0,26,42%,52,5,100%,6,2,468.0,20,6,0,8,7,11,1.0
